"site_date","island","site","landing_site","ext_worker","date","worked_y.n","reason_not_fishing","other_reason","surface_gillnet","panha","purse_seine","surface_gillnet_seine","demersal_gillnet","beach_seine","spear_fishing","hook_line","hook_line_shore","deviceid","meta.instanceID","meta.instanceName","database","duplicates"
"","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA
"","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA
"","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA
"","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA
"","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA
"","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA
"","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA
"","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA
"","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA
"","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA
"","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA
"","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA
"","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA
"","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA
"","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA
"","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA
"","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA
"","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA
"","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA
"","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA
"","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA
"","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA
"","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA
"","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA
"","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA
"","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA
"","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA
"","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA
"","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA
"","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA
"","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA
"","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA
"","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA
"","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA
"","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA
"","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA
"","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA
"","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA
"","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA
"","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA
"","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA
"","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA
"","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA
"","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA
"","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA
"","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA
"","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA
"","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA
"","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA
"","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA
"","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA
"","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA
"","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA
"","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA
"","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA
"","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA
"","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA
"","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA
"","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA
"","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA
"","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA
"","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA
"","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA
"","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA
"","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA
"","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA
"","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA
"","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA
"","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA
"","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA
"","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA
"","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA
"","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA
"","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA
"","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA
"","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA
"","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA
"","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA
"","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA
"","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA
"","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA
"","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA
"","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA
"","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA
"","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA
"","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA
"","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA
"","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA
"","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA
"","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA
"","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA
"","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA
"","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA
"","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA
"","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA
"","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA
"","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA
"","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA
"","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA
"","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA
"","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA
"","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA
"","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA
"","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA
"","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA
"","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA
"","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA
"","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA
"","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA
"","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA
"","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA
"","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA
"","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA
"","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA
"","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA
"","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA
"","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA
"","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA
"","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA
"","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA
"","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA
"","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA
"","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA
"","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA
"","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA
"","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA
"","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA
"","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA
"","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA
"","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA
"","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA
"","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA
"","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA
"","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA
"","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA
"","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA
"","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA
"","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA
"","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA
"","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA
"","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA
"","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA
"","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA
"","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA
"","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA
"","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA
"","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA
"","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA
"","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA
"","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA
"","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA
"","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA
"","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA
"","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA
"","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA
"","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA
"","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA
"","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA
"","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA
"","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA
"","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA
"","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA
"","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA
"","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA
"","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA
"","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA
"","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA
"","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA
"","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA
"","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA
"","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA
"","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA
"","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA
"","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA
"","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA
"","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA
"","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA
"","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA
"","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA
"","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA
"","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA
"","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA
"","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA
"","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA
"","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA
"","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA
"","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA
"","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA
"","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA
"","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA
"","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA
"","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA
"","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA
"","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA
"","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA
"","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA
"","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA
"","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA
"","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA
"","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA
"","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA
"","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA
"","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA
"","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA
"","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA
"","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA
"","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA
"","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA
"","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA
"","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA
"","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA
"","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA
"","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA
"","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA
"","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA
"","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA
"","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA
"","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA
"","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA
"","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA
"","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA
"","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA
"","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA
"","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA
"","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA
"","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA
"","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA
"","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA
"","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA
"","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA
"","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA
"","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA
"","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA
"","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA
"","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA
"","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA
"","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA
"","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA
"","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA
"","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA
"","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA
"","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA
"","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA
"","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA
"","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA
"","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA
"","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA
"","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA
"","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA
"","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA
"","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA
"","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA
"","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA
"","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA
"","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA
"","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA
"","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA
"","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA
"","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA
"","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA
"","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA
"","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA
"","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA
"","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA
"","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA
"","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA
"","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA
"","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA
"","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA
"","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA
"","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA
"","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA
"","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA
"","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA
"","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA
"","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA
"","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA
"","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA
"","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA
"","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA
"","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA
"","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA
"","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA
"","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA
"","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA
"","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA
"","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA
"","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA
"","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA
"","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA
"","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA
"","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA
"","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA
"","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA
"","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA
"","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA
"","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA
"","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA
"","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA
"","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA
"","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA
"","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA
"","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA
"","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA
"","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA
"","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA
"","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA
"","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA
